LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,Late_Payments,Utilization,Total_Payment,Total_Bill,Payment_Ratio,Age_Group
50000.0,2,2,1,38,2,0,0,2,2,2,29989.0,31184.0,33850.0,34495.0,35129.0,35918.0,2000.0,3500.0,1500.0,1500.0,1500.0,1500.0,1,4,0.59978,11500.0,200565.0,0.05733773421217953,30-40
170000.0,2,2,1,45,0,0,0,0,2,2,133341.0,133715.0,130591.0,138404.0,138733.0,137642.0,6804.0,6883.0,11600.0,5020.0,1200.0,4000.0,0,2,0.7843588235294118,35507.0,812426.0,0.04370484978958109,40-50
310000.0,2,1,1,37,-2,-2,-2,-2,-2,-2,123.0,123.0,0.0,123.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,0.0,0,0,0.0003967741935483871,246.0,369.0,0.6648648648648648,30-40
50000.0,2,2,1,24,0,0,2,0,0,2,46108.0,49330.0,48263.0,49780.0,56396.0,55479.0,4000.0,0.0,2384.0,8000.0,0.0,1852.0,0,2,0.92216,16236.0,305356.0,0.05317055119090114,20-30
30000.0,2,1,2,25,0,0,3,2,2,2,24709.0,28970.0,28233.0,27481.0,29484.0,30157.0,5000.0,0.0,0.0,2471.0,1300.0,4800.0,0,4,0.8236333333333333,13571.0,169034.0,0.0802851480462626,20-30
200000.0,2,2,1,45,0,0,0,0,0,0,144249.0,144423.0,139978.0,126213.0,93788.0,94875.0,6097.0,8039.0,5112.0,5000.0,5008.0,4019.0,0,0,0.721245,33275.0,743526.0,0.04475291415106647,40-50
260000.0,2,2,1,38,0,0,0,0,0,0,191160.0,194522.0,190339.0,186688.0,177785.0,165789.0,8357.0,7200.0,6500.0,6000.0,6000.0,6400.0,0,0,0.7352307692307692,40457.0,1106283.0,0.03657017547031323,30-40
80000.0,2,2,2,29,0,0,0,2,2,0,59520.0,60492.0,62160.0,64714.0,62420.0,62990.0,2753.0,3438.0,4400.0,0.0,2400.0,9974.0,1,2,0.744,22965.0,372296.0,0.06168462276086028,20-30
180000.0,2,2,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,20-30
130000.0,2,1,2,28,-1,-1,-1,-1,-1,-1,2936.0,1688.0,5890.0,1113.0,1283.0,3000.0,2464.0,5890.0,1113.0,1283.0,3000.0,883.0,0,0,0.022584615384615384,14633.0,15910.0,0.9196782100433663,20-30
190000.0,2,1,1,30,0,0,2,0,0,0,176699.0,188703.0,184403.0,90887.0,90097.0,90295.0,15000.0,3000.0,4100.0,3200.0,3264.0,3248.0,1,1,0.9299947368421053,31812.0,821084.0,0.038743857213321395,20-30
110000.0,2,2,1,33,0,0,0,2,2,2,105440.0,105852.0,111966.0,106068.0,109293.0,105804.0,5300.0,11000.0,0.0,8077.0,0.0,3947.0,0,3,0.9585454545454546,28324.0,644423.0,0.04395242883567341,30-40
60000.0,2,2,1,40,2,2,2,2,0,0,42922.0,45617.0,46549.0,32902.0,30677.0,31318.0,3700.0,2000.0,0.0,1059.0,1096.0,1114.0,1,4,0.7153666666666667,8969.0,229985.0,0.03899802596679798,30-40
40000.0,2,3,1,49,1,2,2,2,0,0,35771.0,34896.0,39322.0,38319.0,39531.0,40224.0,0.0,5000.0,0.0,2000.0,1400.0,2000.0,0,4,0.894275,10400.0,228063.0,0.0456012347411253,40-50
80000.0,2,2,1,32,-2,-2,-2,-2,-2,-2,1880.0,1261.0,1650.0,3176.0,3379.0,1807.0,1261.0,1650.0,3176.0,3379.0,1807.0,2241.0,0,0,0.0235,13514.0,13153.0,1.0273681009578834,30-40
100000.0,2,5,2,33,0,0,0,0,0,0,42622.0,46884.0,51103.0,52251.0,53480.0,54467.0,5000.0,5000.0,2000.0,2100.0,2000.0,5001.0,0,0,0.42622,21101.0,300807.0,0.07014773543256829,30-40
400000.0,2,2,1,34,0,0,0,0,0,0,95390.0,95654.0,97702.0,98972.0,101154.0,102371.0,2988.0,3780.0,3000.0,3004.0,2988.0,2827.0,0,0,0.238475,18587.0,591243.0,0.031437105492825294,30-40
70000.0,2,2,1,40,1,2,2,0,0,0,56922.0,60047.0,56884.0,57717.0,26342.0,26342.0,5500.0,0.0,2723.0,1062.0,936.0,943.0,1,3,0.8131714285714285,11164.0,284254.0,0.0392745949939315,30-40
500000.0,2,2,1,49,-2,-1,-1,-1,0,0,3645.0,2744.0,1000.0,16639.0,7081.0,0.0,2744.0,1005.0,16639.0,142.0,0.0,10220.0,0,0,0.00729,30750.0,31109.0,0.9884281581485053,40-50
190000.0,2,3,2,46,0,0,0,0,0,0,124245.0,126722.0,129376.0,132016.0,134632.0,137470.0,4536.0,4696.0,4791.0,4811.0,5000.0,5033.0,0,0,0.653921052631579,28867.0,784461.0,0.036798468249577415,40-50
200000.0,2,2,2,35,0,0,0,0,0,0,4585.0,5859.0,7763.0,8525.0,6843.0,2865.0,1500.0,2000.0,1000.0,518.0,1000.0,296.0,0,0,0.022925,6314.0,36440.0,0.17326637578551632,30-40
210000.0,2,2,1,42,0,0,0,0,0,0,109919.0,92271.0,79445.0,27278.0,32509.0,41225.0,11488.0,10000.0,11990.0,17990.0,15000.0,15000.0,0,0,0.5234238095238095,81468.0,382647.0,0.21290585603478915,40-50
340000.0,2,2,2,47,0,0,0,0,0,0,196112.0,183453.0,167592.0,162628.0,142779.0,139548.0,6446.0,6207.0,5758.0,4853.0,4940.0,4600.0,0,0,0.5768,32804.0,992112.0,0.03306478193512231,40-50
180000.0,2,1,2,38,0,-1,0,0,0,0,16056.0,179490.0,180360.0,177460.0,140738.0,141830.0,180040.0,8200.0,9607.0,5103.0,5237.0,5000.0,0,0,0.0892,213187.0,835934.0,0.2550282019535012,30-40
110000.0,2,2,2,28,0,0,0,-1,-1,-1,10048.0,8311.0,3404.0,407.0,1250.0,88628.0,2000.0,3000.0,410.0,1250.0,89035.0,3491.0,0,0,0.09134545454545455,99186.0,112048.0,0.8852020098349829,20-30
80000.0,2,3,2,42,0,-1,-1,2,0,-1,11460.0,455.0,10843.0,9011.0,7560.0,7686.0,455.0,10843.0,0.0,22.0,7709.0,9398.0,0,1,0.14325,28427.0,47015.0,0.6046239578015995,40-50
30000.0,2,3,1,31,0,0,0,0,0,0,9388.0,10387.0,10624.0,11539.0,11771.0,9075.0,1162.0,1229.0,1144.0,376.0,329.0,345.0,0,0,0.31293333333333334,4585.0,62784.0,0.07302699689416262,30-40
200000.0,2,1,2,31,-1,2,-1,2,-1,-1,2905.0,1258.0,1863.0,390.0,390.0,390.0,0.0,2253.0,0.0,390.0,390.0,390.0,0,2,0.014525,3423.0,7196.0,0.4756148395164652,30-40
80000.0,2,2,1,31,0,0,0,0,0,0,51346.0,52955.0,54063.0,54608.0,55695.0,56786.0,3000.0,2500.0,2000.0,2500.0,2500.0,2500.0,0,0,0.641825,15000.0,325453.0,0.04608946271976992,30-40
300000.0,2,1,2,31,0,0,0,-1,-1,0,34515.0,60700.0,33843.0,5045.0,10288.0,12565.0,30000.0,5000.0,5045.0,10288.0,5000.0,5000.0,1,0,0.11505,60333.0,156956.0,0.38439190351497543,30-40
280000.0,2,1,2,32,-1,0,0,0,0,0,215052.0,191094.0,195204.0,199091.0,201581.0,206054.0,7000.0,7200.0,8800.0,7300.0,7700.0,16000.0,0,0,0.7680428571428571,54000.0,1208076.0,0.044699137554973734,30-40
110000.0,2,2,2,32,1,-1,-1,-1,-1,0,-296.0,1733.0,-153.0,6540.0,632.0,316.0,2345.0,0.0,7009.0,632.0,0.0,36049.0,0,1,-0.002690909090909091,46035.0,8772.0,5.247349823321555,30-40
130000.0,2,2,2,33,0,0,0,0,0,0,108984.0,106533.0,104394.0,103798.0,82816.0,78727.0,3775.0,3988.0,6000.0,3784.0,3010.0,3200.0,0,0,0.8383384615384616,23757.0,585252.0,0.04059270093446766,30-40
500000.0,2,4,1,32,-2,-2,-2,-2,-2,-2,33647.0,482.0,9034.0,64346.0,5988.0,16890.0,486.0,9041.0,64988.0,6000.0,16899.0,14028.0,0,0,0.067294,111442.0,130387.0,0.85469521735129,30-40
150000.0,2,2,1,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,30-40
450000.0,2,2,2,36,-1,-1,-2,-2,-1,-1,12050.0,13500.0,6350.0,11670.0,1530.0,1232.0,13551.0,6364.0,11728.0,1532.0,1234.0,201.0,0,0,0.02677777777777778,34610.0,46332.0,0.7469837912502968,30-40
230000.0,2,2,1,34,0,0,0,0,0,0,167299.0,165568.0,140467.0,133479.0,122948.0,125519.0,8448.0,5785.0,5400.0,4397.0,4548.0,4670.0,0,0,0.7273869565217391,33248.0,855280.0,0.0388737736486605,30-40
80000.0,2,2,2,34,2,2,3,2,0,0,74860.0,84054.0,82194.0,78715.0,26681.0,0.0,11074.0,3.0,5.0,1075.0,0.0,0.0,0,4,0.93575,12157.0,346504.0,0.03508463081340817,30-40
260000.0,2,1,1,34,-1,-1,2,-1,-1,0,199.0,598.0,400.0,199.0,1117.0,922.0,599.0,2.0,200.0,1118.0,5.0,459.0,0,1,0.0007653846153846154,2383.0,3435.0,0.6935389988358557,30-40
150000.0,2,2,1,34,2,2,2,2,0,0,140711.0,147833.0,148066.0,142163.0,135075.0,135309.0,12416.0,6130.0,27.0,4610.0,5000.0,5000.0,0,4,0.9380733333333333,33183.0,849157.0,0.03907753327413744,30-40
50000.0,2,2,1,35,0,0,-2,-2,-2,-2,23280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4656,0.0,23280.0,0.0,30-40
30000.0,2,3,1,35,0,0,0,0,0,0,27785.0,28786.0,26496.0,25098.0,26209.0,25325.0,1800.0,1500.0,1450.0,1500.0,1500.0,1500.0,1,0,0.9261666666666667,9250.0,159699.0,0.05792110206637445,30-40
100000.0,2,3,1,41,1,2,2,2,0,0,102250.0,97551.0,101882.0,98311.0,97546.0,101281.0,0.0,8900.0,0.0,3500.0,7570.0,0.0,1,4,1.0225,19970.0,598821.0,0.03334880816002084,40-50
190000.0,2,2,1,43,1,2,0,0,0,0,189697.0,185105.0,184180.0,156969.0,157856.0,158451.0,0.0,9021.0,6000.0,5489.0,5670.0,6000.0,1,2,0.9984052631578947,32180.0,1032258.0,0.03117434674824826,40-50
130000.0,2,2,1,34,0,0,0,0,-1,-1,9383.0,9380.0,7350.0,3488.0,3991.0,3077.0,1317.0,1268.0,1010.0,4003.0,3086.0,2406.0,0,0,0.07217692307692308,13090.0,36669.0,0.35696754840469047,30-40
30000.0,2,2,1,38,0,0,0,-2,-2,-2,24380.0,15525.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,292.0,1,0,0.8126666666666666,1892.0,39905.0,0.04741141682954944,30-40
30000.0,2,2,2,38,0,0,0,0,0,0,29632.0,30239.0,30526.0,29219.0,30012.0,28422.0,1492.0,1661.0,1238.0,1031.0,1083.0,0.0,0,0,0.9877333333333334,6505.0,178050.0,0.03653447607707904,30-40
110000.0,2,1,1,44,0,0,2,2,2,2,87418.0,93862.0,91505.0,98566.0,99700.0,97833.0,7900.0,0.0,8600.0,3800.0,0.0,3700.0,1,4,0.7947090909090909,24000.0,568884.0,0.04218778839308472,40-50
120000.0,2,3,1,39,0,0,0,0,2,2,116983.0,117616.0,74853.0,78692.0,78456.0,76140.0,5750.0,4000.0,6300.0,3000.0,0.0,3700.0,0,2,0.9748583333333334,22750.0,542740.0,0.04191686273931765,30-40
30000.0,2,3,1,41,0,0,2,0,0,0,30518.0,34984.0,30321.0,23610.0,20614.0,18873.0,5002.0,7.0,1511.0,5005.0,5183.0,5108.0,0,1,1.0172666666666668,21816.0,158920.0,0.1372757533617332,40-50
30000.0,2,3,1,36,2,0,0,0,0,0,7109.0,7963.0,9152.0,10282.0,10180.0,10394.0,1132.0,1321.0,1451.0,349.0,362.0,343.0,1,1,0.23696666666666666,4958.0,55080.0,0.09001289010729653,30-40
30000.0,2,2,2,42,0,0,0,-1,-1,-2,26504.0,28056.0,27987.0,1812.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0,0,0.8834666666666666,6000.0,84359.0,0.07112375533428165,40-50
10000.0,2,3,2,45,1,2,3,2,0,0,6925.0,10273.0,9964.0,9327.0,9512.0,9200.0,3647.0,0.0,0.0,332.0,333.0,564.0,1,4,0.6925,4876.0,55201.0,0.08833013296619688,40-50
400000.0,2,2,1,32,0,0,0,0,0,0,183339.0,179701.0,179979.0,89317.0,59413.0,65890.0,10016.0,7473.0,6151.0,2000.0,7015.0,45.0,0,0,0.4583475,32700.0,757639.0,0.04316034000316773,30-40
20000.0,2,3,3,32,0,0,0,-2,-2,-1,19446.0,20650.0,0.0,0.0,0.0,1000.0,2000.0,0.0,0.0,0.0,1000.0,0.0,0,0,0.9723,3000.0,41096.0,0.07299802905321556,30-40
20000.0,2,2,1,36,2,0,0,0,0,0,18720.0,18932.0,19543.0,20002.0,19314.0,19320.0,1610.0,1374.0,1215.0,596.0,609.0,717.0,1,1,0.936,6121.0,115831.0,0.05284377374128048,30-40
500000.0,2,1,2,33,0,-1,-1,-1,0,-1,30267.0,14773.0,18129.0,18934.0,21687.0,16438.0,14773.0,18129.0,18941.0,16687.0,16438.0,415.0,0,0,0.060534,85383.0,120228.0,0.7101697593758577,30-40
30000.0,2,2,1,33,4,3,2,0,0,2,31087.0,29545.0,26270.0,24966.0,23834.0,20859.0,0.0,0.0,2000.0,2000.0,0.0,1200.0,1,4,1.0362333333333333,5200.0,156561.0,0.03321367892592072,30-40
50000.0,2,2,1,33,1,2,0,0,-2,-2,7642.0,3273.0,4166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1,2,0.15284,1000.0,15081.0,0.06630420368651373,30-40
30000.0,2,2,2,33,0,0,0,0,0,0,30336.0,29965.0,28048.0,29775.0,27736.0,26956.0,3005.0,2000.0,3000.0,3000.0,2000.0,2000.0,0,0,1.0112,15005.0,172816.0,0.086825948836052,30-40
30000.0,2,2,2,33,2,0,0,0,0,-1,17011.0,15720.0,18443.0,7138.0,7638.0,5884.0,2000.0,3000.0,1000.0,500.0,5884.0,0.0,1,1,0.5670333333333333,12384.0,71834.0,0.17239507204009188,30-40
110000.0,2,2,2,33,0,0,0,0,-1,-1,36075.0,39442.0,41240.0,42380.0,380.0,96736.0,4000.0,2760.0,3000.0,380.0,96736.0,3600.0,0,0,0.32795454545454544,110476.0,256253.0,0.431119123994162,30-40
100000.0,2,2,1,34,3,2,2,2,2,2,39192.0,39951.0,39030.0,43381.0,43771.0,44626.0,1700.0,0.0,5000.0,1400.0,1700.0,300.0,0,6,0.39192,10100.0,249951.0,0.0404077582895916,30-40
200000.0,2,2,1,36,0,0,0,0,0,0,175000.0,184057.0,189643.0,115046.0,24895.0,35410.0,12000.0,9427.0,5934.0,13000.0,11000.0,1320.0,0,0,0.875,52681.0,724051.0,0.07275858639987183,30-40
110000.0,2,3,1,40,0,0,0,0,0,0,41629.0,42626.0,45666.0,84725.0,49757.0,46196.0,1688.0,3728.0,1726.0,1608.0,2169.0,1698.0,0,0,0.37844545454545453,12617.0,310599.0,0.04062137797810689,30-40
140000.0,2,2,2,38,0,0,0,0,0,0,139001.0,141453.0,132415.0,130305.0,79775.0,74462.0,4826.0,8000.0,3100.0,3000.0,5417.0,0.0,0,0,0.9928642857142858,24343.0,697411.0,0.03490476217788051,30-40
70000.0,2,2,3,45,0,0,0,0,0,0,70820.0,66163.0,67605.0,68855.0,70377.0,67818.0,2500.0,2507.0,2428.0,2594.0,2602.0,2500.0,0,0,1.0117142857142858,15131.0,411638.0,0.03675793595844903,40-50
130000.0,2,3,2,37,0,0,0,0,0,0,31280.0,32582.0,33328.0,34310.0,35059.0,44458.0,1813.0,1559.0,1541.0,1290.0,10000.0,1958.0,0,0,0.24061538461538462,18161.0,211017.0,0.08606374811627444,30-40
30000.0,2,2,1,45,-1,-1,2,2,-2,-2,390.0,780.0,780.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0,2,0.013,780.0,1950.0,0.3997949769349052,40-50
160000.0,2,3,1,36,0,0,0,0,2,2,92816.0,87606.0,82218.0,79438.0,72451.0,39831.0,5000.0,10000.0,5018.0,127.0,10015.0,69.0,0,2,0.5801,30229.0,454360.0,0.0665307981979087,30-40
50000.0,2,5,2,36,0,0,0,0,0,0,46277.0,42207.0,20361.0,17527.0,17318.0,17738.0,2058.0,1265.0,5000.0,700.0,700.0,800.0,0,0,0.92554,10523.0,161428.0,0.06518655260207273,30-40
80000.0,2,2,1,36,1,-1,-1,-1,-1,-2,4749.0,6108.0,2861.0,3277.0,3319.0,1150.0,6120.0,2861.0,3279.0,3319.0,1150.0,1150.0,0,1,0.0593625,17879.0,21464.0,0.8329373398555788,30-40
50000.0,2,3,1,44,0,0,2,0,0,0,46989.0,51036.0,48353.0,47264.0,29325.0,31100.0,5177.0,22.0,2154.0,1200.0,3450.0,0.0,0,1,0.93978,12003.0,254067.0,0.04724325771053419,40-50
50000.0,2,3,1,40,0,0,0,0,0,0,31297.0,30175.0,30140.0,29724.0,30316.0,29269.0,1476.0,1517.0,1451.0,1043.0,1048.0,1429.0,0,0,0.62594,7964.0,180921.0,0.044018969500668796,30-40
180000.0,2,2,2,44,-1,-1,-1,-1,2,-1,3481.0,757.0,9877.0,4383.0,3482.0,4479.0,761.0,9962.0,3485.0,2.0,4479.0,5392.0,0,1,0.019338888888888888,24081.0,26459.0,0.9100907029478458,40-50
130000.0,2,2,1,42,1,-2,-1,-1,-1,-2,0.0,0.0,441.0,305.0,0.0,0.0,0.0,441.0,305.0,0.0,0.0,0.0,1,1,0.0,746.0,746.0,0.998661311914324,40-50
420000.0,2,1,1,47,1,-1,-1,0,0,0,0.0,14165.0,53697.0,50081.0,44875.0,42691.0,14165.0,55732.0,1563.0,1594.0,1454.0,1535.0,0,1,0.0,76043.0,205509.0,0.37002092355603133,40-50
140000.0,2,2,1,44,0,0,-2,-2,-2,-2,110575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7898214285714286,0.0,110575.0,0.0,40-50
20000.0,2,2,1,42,0,0,0,3,2,2,12029.0,13045.0,16024.0,15420.0,13929.0,11307.0,1224.0,3203.0,0.0,1000.0,0.0,2000.0,0,3,0.60145,7427.0,81754.0,0.0908445966607547,40-50
200000.0,2,2,3,40,0,0,0,-1,0,-1,118728.0,110699.0,61827.0,35902.0,326.0,1446.0,4895.0,3927.0,35955.0,0.0,5826.0,4706.0,1,0,0.59364,55309.0,328928.0,0.16814874942616795,30-40
180000.0,2,1,1,49,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,40-50
120000.0,2,3,1,37,0,0,0,2,0,0,19821.0,20836.0,23562.0,22890.0,23189.0,23521.0,1651.0,3377.0,0.0,976.0,855.0,1011.0,0,1,0.165175,7870.0,133819.0,0.05881034225078464,30-40
210000.0,2,2,1,43,0,0,0,0,0,0,190693.0,169931.0,173389.0,154440.0,155592.0,116249.0,7000.0,7000.0,10005.0,6193.0,4231.0,5000.0,0,0,0.9080619047619047,39429.0,960294.0,0.041059257832228635,40-50
30000.0,2,2,1,45,1,2,2,2,2,2,23155.0,22490.0,26789.0,26065.0,27408.0,26831.0,0.0,5000.0,0.0,2084.0,0.0,2305.0,1,6,0.7718333333333334,9389.0,152738.0,0.06147087515303885,40-50
80000.0,2,2,2,43,0,0,0,0,0,0,72987.0,72055.0,70730.0,68487.0,57304.0,41345.0,2561.0,2745.0,2100.0,1684.0,4000.0,3000.0,0,0,0.9123375,16090.0,382908.0,0.04202042783011107,40-50
110000.0,2,2,1,35,0,0,0,0,0,2,85958.0,83389.0,83734.0,82532.0,81032.0,79835.0,2968.0,4088.0,3677.0,5400.0,0.0,3618.0,0,1,0.7814363636363636,19751.0,496480.0,0.039781985614756654,30-40
60000.0,2,2,1,36,0,0,0,0,0,0,60299.0,44659.0,44291.0,41241.0,29534.0,29297.0,2000.0,3042.0,1433.0,1012.0,1029.0,1074.0,1,0,1.0049833333333333,9590.0,249321.0,0.03846431522288446,30-40
60000.0,2,2,1,36,0,0,0,0,0,-1,59945.0,57262.0,27275.0,22095.0,14293.0,12217.0,1805.0,5816.0,1000.0,5000.0,12217.0,8000.0,0,0,0.9990833333333333,33838.0,193087.0,0.17524651972157773,30-40
140000.0,2,1,2,37,1,-2,-2,-2,-2,-2,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-0.00012857142857142858,0.0,-108.0,-0.0,30-40
60000.0,2,2,1,35,0,0,0,0,0,0,57267.0,57225.0,47343.0,29164.0,27829.0,27574.0,3023.0,2245.0,2005.0,2000.0,1088.0,3000.0,0,0,0.95445,13361.0,246402.0,0.05422417746537177,30-40
500000.0,2,1,2,39,-1,-1,-2,-1,0,0,51.0,-8.0,-8.0,10362.0,21905.0,23717.0,0.0,0.0,10370.0,15000.0,10000.0,4311.0,1,0,0.000102,39681.0,56019.0,0.7083363084612638,30-40
420000.0,2,2,1,41,0,0,0,0,0,0,373978.0,389754.0,366938.0,361024.0,354813.0,344221.0,33808.0,14996.0,13209.0,12890.0,11081.0,16298.0,1,0,0.8904238095238095,102282.0,2190728.0,0.04668856805200461,40-50
30000.0,2,2,1,43,2,2,2,2,2,2,15780.0,15246.0,17838.0,17272.0,18131.0,17711.0,0.0,3141.0,0.0,1434.0,0.0,1581.0,1,6,0.526,6156.0,101978.0,0.06036536934074663,40-50
170000.0,2,3,1,38,0,0,0,-1,0,0,4202.0,5146.0,6494.0,1264.0,948.0,632.0,1336.0,2000.0,1264.0,0.0,0.0,0.0,0,0,0.024717647058823528,4600.0,18686.0,0.2461604323861508,30-40
200000.0,2,1,1,49,-1,-1,-1,-1,-1,-1,1248.0,0.0,94.0,1712.0,9549.0,1060.0,0.0,94.0,1712.0,9549.0,1060.0,0.0,0,0,0.00624,12415.0,13663.0,0.9085919203747073,40-50
160000.0,2,1,1,45,0,0,0,0,0,0,108799.0,110963.0,114975.0,115923.0,107621.0,110006.0,3972.0,5800.0,4431.0,3854.0,4121.0,4603.0,0,0,0.67999375,26781.0,668287.0,0.040074039934878375,40-50
200000.0,2,1,1,35,1,2,0,0,0,0,205002.0,195441.0,192803.0,304997.0,188504.0,189527.0,41.0,8597.0,8583.0,6880.0,7235.0,6839.0,1,2,1.02501,38175.0,1276274.0,0.029911265205382852,30-40
20000.0,2,2,1,43,0,0,0,0,0,2,19295.0,19639.0,18541.0,19059.0,19757.0,19913.0,1295.0,1309.0,1602.0,1300.0,600.0,400.0,0,1,0.96475,6506.0,116204.0,0.05598726388709608,40-50
190000.0,2,4,2,39,0,0,0,0,0,0,109023.0,99265.0,78430.0,77653.0,78395.0,70849.0,4000.0,3507.0,3003.0,3003.0,3510.0,3500.0,0,0,0.5738052631578947,20523.0,513615.0,0.039957867356157126,30-40
70000.0,2,1,1,45,1,2,-1,2,-1,-1,6369.0,390.0,3060.0,780.0,2079.0,0.0,0.0,3450.0,0.0,2079.0,0.0,0.0,1,3,0.09098571428571428,5529.0,12678.0,0.43607540026815994,40-50
220000.0,2,2,2,33,2,2,2,2,0,0,153664.0,156646.0,158994.0,154506.0,126399.0,129357.0,7000.0,6300.0,0.0,5000.0,5000.0,5000.0,0,4,0.6984727272727272,28300.0,879566.0,0.03217492243342463,30-40
500000.0,2,1,2,34,-2,-2,-2,-2,-2,-2,11765.0,6599.0,11421.0,-83.0,49699.0,3821.0,6648.0,11986.0,0.0,49947.0,3840.0,11939.0,0,0,0.02353,84360.0,83222.0,1.0136620886053134,30-40
210000.0,2,1,2,37,-1,-1,-1,-1,0,-1,349.0,10128.0,19631.0,23906.0,373.0,3073.0,10152.0,19631.0,23906.0,0.0,3073.0,7418.0,1,0,0.001661904761904762,64180.0,57460.0,1.1169314839630358,30-40
50000.0,2,2,1,31,2,0,0,2,0,0,43979.0,44970.0,48101.0,46993.0,47940.0,50903.0,1724.0,3855.0,0.0,1694.0,3713.0,2000.0,0,2,0.87958,12986.0,282886.0,0.0459052554553585,30-40
160000.0,2,5,1,38,0,0,0,0,0,0,141282.0,144433.0,152067.0,155527.0,157886.0,156241.0,5500.0,10000.0,6000.0,6100.0,6100.0,6000.0,0,0,0.8830125,39700.0,907436.0,0.04374959363570143,30-40
20000.0,2,1,2,39,0,0,0,0,0,0,16690.0,17696.0,18878.0,19308.0,19498.0,0.0,1588.0,1770.0,1200.0,390.0,0.0,44334.0,1,0,0.8345,49282.0,92070.0,0.5352608313149635,30-40
70000.0,2,2,1,37,0,0,0,0,2,2,68886.0,60353.0,32488.0,35377.0,30159.0,29177.0,2850.0,1919.0,5154.0,1184.0,0.0,1213.0,1,2,0.9840857142857142,12320.0,256440.0,0.04804223973545572,30-40
220000.0,2,1,1,40,0,0,0,0,0,0,63386.0,64165.0,61655.0,61855.0,64966.0,66942.0,8000.0,3000.0,3000.0,5000.0,3000.0,3000.0,0,0,0.28811818181818183,25000.0,382969.0,0.06527926469436249,30-40
200000.0,2,2,1,48,0,0,-2,-1,-1,-2,1002.0,0.0,490.0,902.0,0.0,0.0,0.0,490.0,902.0,0.0,0.0,0.0,0,0,0.00501,1392.0,2394.0,0.5812108559498956,40-50
130000.0,2,3,1,44,0,0,0,0,0,0,129329.0,123615.0,107284.0,54656.0,22534.0,8754.0,4505.0,3577.0,1231.0,2534.0,5012.0,2531.0,0,0,0.9948384615384616,19390.0,446172.0,0.04345847911012096,40-50
30000.0,2,2,2,34,1,2,2,0,0,0,16935.0,17855.0,17280.0,18594.0,18806.0,19045.0,1500.0,0.0,1606.0,818.0,690.0,695.0,0,3,0.5645,5309.0,108515.0,0.048923661026945335,30-40
260000.0,2,1,1,45,1,-2,-1,-1,-1,-1,4856.0,1853.0,108.0,0.0,134.0,4950.0,1853.0,108.0,0.0,134.0,4950.0,500.0,0,1,0.018676923076923077,7545.0,11901.0,0.6339270710804906,40-50
230000.0,2,3,1,32,1,2,0,-1,0,-1,167419.0,16968.0,7226.0,1469.0,690.0,388.0,76.0,3742.0,1546.0,0.0,388.0,910.0,0,2,0.7279086956521739,6662.0,194160.0,0.03431173098614037,30-40
240000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,30-40
260000.0,2,1,1,32,-2,-2,-2,-2,-2,-2,2378.0,4884.0,329.0,2464.0,2673.0,12354.0,4884.0,329.0,2465.0,2673.0,12354.0,9583.0,0,0,0.009146153846153846,32288.0,25082.0,1.2872463421440816,30-40
360000.0,2,2,1,33,1,-1,2,2,-2,-2,-10.0,2635.0,590.0,-9.0,-9.0,-9.0,2645.0,2.0,0.0,0.0,0.0,0.0,0,3,-2.777777777777778e-05,2647.0,3188.0,0.8300407651301348,30-40
260000.0,2,1,1,36,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,3541.0,416.0,416.0,416.0,416.0,3541.0,416.0,416.0,1644.0,0,0,0.0016,6849.0,5621.0,1.2182497331910351,30-40
